drugCode,productCategorization,class,DIN,brandName,descriptor,pediatricFlag,accessionNumber,numberOfAIs,lastUpdateDate,aIGroupNumber
"13156","","Human","01927620","MYOCHRYSINE","","N","74458","1","09-DEC-2009","0107427003"
"13159","","Human","01926756","NEULEPTIL GOUTTES 10MG/ML","","N","74461","1","05-MAY-2015","0106194001"
"13163","","Human","01927698","NOZINAN INJ 25MG/ML","","N","74465","1","26-JUL-2010","0134080002"
"13164","","Human","01926667","PIPORTIL L4","","N","74467","1","14-JUL-2009","0112633002"
"13167","","Human","01943308","TEARS NATURALE FREE","","N","74472","2","20-FEB-2016","0228553001"
"13180","","Human","01912070","RATIO-DOMPERIDONE","","N","74486","1","05-MAY-2015","0116957001"
"13190","","Human","01978926","PULMICORT NEBUAMP 0.5 MG/ML","","N","74500","1","07-FEB-2007","0116807011"
"13191","","Human","01978918","PULMICORT NEBUAMP 0.25 MG/ML","","N","74501","1","05-MAY-2015","0116807004"
"132","","Veterinary","00097225","CORYZA CURB FOR POULTRY LIQ 12.5%","","N","04445","1","01-OCT-2010","0106110002"
"1320","","Veterinary","00236306","BLOOD STOP POWDER DOMINION","","N","39013","4","13-AUG-2003","0407031001"
"13211","","Disinfectant","02006529","SPECTRUM  LIQ","","N","74527","3","29-SEP-2010","0314757003"
"13226","","Human","01926683","CERUBIDINE 20MG/VIAL","","N","74544","1","13-JAN-2015","0105870001"
"13233","","Disinfectant","01944037","FORMULATION HWS-128","","N","74552","2","10-FEB-2010","0213172033"
"13246","","Veterinary","01976982","PPP SKIN CARE SHAMPOO","","N","74569","2","15-JUL-2011","0202770003"
"13249","","Disinfectant","01944029","FORMULATION HWS-256","","N","74572","2","16-MAR-2010","0213172025"
"13255","","Human","01977547","DEXAMETHASONE SODIUM PHOSPHATE INJECTION, USP","","N","74584","1","17-AUG-2015","0106305003"
"13256","","Human","00899356","MANERIX","","N","74585","1","26-FEB-2016","0122658002"
"1326","","Veterinary","00236667","PIPERAZINE 52","","N","39046","1","14-MAR-2012","0124178001"
"1327","","Human","00236683","CARBOLITH CAP 300MG","","N","39051","1","08-DEC-2005","0101163002"
"13276","","Human","01977555","TRIAMCINOLONE DIACETATE SUSPENSION","MULTIPLE DOSE VIAL","N","74621","1","22-MAR-2016","0106312002"
"13286","","Human","01963937","0.9% SODIUM CHLORIDE IRRIGATION USP","","N","74631","1","13-SEP-2007","0100053002"
"13287","","Human","01963961","STERILE WATER FOR IRRIGATION USP","","N","74632","1","30-JUL-2015","0105143002"
"13288","","Human","01924435","5% DEXTROSE AND 0.9% SODIUM CHLORIDE INJECTION USP","","N","74633","2","29-APR-2015","0200203001"
"13289","","Human","01938991","STANHEXIDINE 2% WITH ISOPROPYL ALCOHOL 4%","","N","74634","2","29-APR-2015","0213979001"
"13290","","Human","01938983","STANHEXIDINE 4% WITH ISOPROPYL ALCOHOL 4%","","N","74635","2","29-APR-2015","0213979003"
"13291","","Veterinary","01968319","COMPONENT E-S IMPLANTS","","N","74637","2","05-MAY-2015","0206334002"
"13294","","Disinfectant","01944045","FORMULATION HWS-64","","N","74641","2","08-MAR-2010","0213172032"
"13296","","Human","01931024","ROBITUSSIN COUGH CONTROL","","N","74643","2","23-DEC-2014","0200826001"
"13297","","Human","01930990","ROBAXIN","","N","74644","1","29-APR-2015","0107480002"
"133","","Veterinary","00097187","SULFAMETHAZINE SODIUM LIQ 12.5%","","N","04446","1","01-OCT-2010","0106060001"
"13300","","Human","01977652","PROGESTERONE INJ 50MG/ML USP","","N","74648","1","06-JAN-2015","0106327001"
"13302","","Human","01985205","CREON MINIMICROSPHERES 25","","N","74650","3","04-FEB-2016","0302964041"
"13304","","Human","01984837","BONEFOS","","N","74652","1","05-MAY-2015","0122982003"
"13305","","Human","01984845","BONEFOS","","N","74653","1","29-APR-2015","0122982001"
"13311","","Human","01925180","BENZAC W 5 GEL 5%","","N","74660","1","16-MAY-2006","0107205001"
"13312","","Human","01977881","TRIATEC-8 FORT","","N","74661","3","03-DEC-2015","0302037005"
"13314","","Human","01916599","HYCODAN TABLETS","","N","74663","1","01-AUG-2013","0107555002"
"13315","","Human","01916580","HYCODAN SYRUP","","N","74665","1","27-MAY-2008","0107555001"
"13316","","Human","01916491","PERCOCET-DEMI","","N","74666","2","25-FEB-2014","0215596002"
"13324","","Human","01987003","CYANOCOBALAMIN INJECTION, USP","","N","74674","1","24-SEP-2015","0108437002"
"13328","","Human","00635065","ODAN-SPOR","","N","74679","3","02-OCT-2015","0305624001"
"13340","","Human","01976133","DOVONEX ONT 50MCG/GM","","N","74692","1","03-AUG-2012","0123661001"
"13341","","Disinfectant","01924451","DESI RINCE LIQ 10%","","N","74693","1","08-AUG-2005","0104993003"
"13342","","Disinfectant","01924486","DESI FOME LIQ 3.5%","","N","74694","1","08-AUG-2005","0106897004"
"13347","","Human","01930699","ZAP TOPICAL ANESTHETIC GEL","","N","74703","2","28-JUL-2015","0204973001"
"13352","","Disinfectant","00868728","AIRX 109 SUPER CONCENTRATE FLEXO","","N","74711","2","29-SEP-2010","0205019013"
"13357","","Human","01972286","ANTISEPTIC HAND SOAP LIQ 0.3%","","N","74718","1","09-AUG-2006","0108865003"
"13360","","Human","01964054","ORACORT DENTAL PASTE 0.1%","","N","74721","1","10-AUG-2005","0106310002"
"13361","","Human","00896179","TRIAMINIC COLD & NIGHTTIME COUGH","","N","74722","3","12-JUL-2012","0315268005"
"13362","","Human","00896675","GAS-X EXTRA STRENGTH","","N","74723","1","14-JAN-2016","0131347001"
"13370","","Human","02010909","PROSCAR","","N","74734","1","23-MAR-2009","0124110001"
"13373","","Disinfectant","02004496","PERFECTION NETTOYANT DESINFECTANT LIQUIDE","","N","74737","2","18-JUN-2015","0205019002"
"13375","","Human","02007959","COUMADIN TAB 4MG","","N","74739","1","24-AUG-2011","0104597003"
"13382","","Human","01941925","ELDOQUIN FORTE","","N","74747","1","29-APR-2015","0108649002"
"13383","","Human","01980572","PENTAMYCETIN/HC","","N","74748","2","29-APR-2015","0251348002"
"13384","","Human","01989987","MAGNEVIST","","N","74749","1","11-AUG-2010","0123846001"
"13390","","Human","01981250","DESFERAL 2G","","N","74759","1","05-JUN-2006","0109208001"
"13391","","Human","02004062","COCAINE HYDROCHLORIDE TOPICAL SOL 10%","","N","74761","1","29-APR-2015","0103839002"
"13392","","Human","01962779","ZOLOFT CAP 100MG","","N","74762","1","19-SEP-2005","0123417002"
"13394","","Disinfectant","01905694","SUPER QUAM LIQ","","N","74766","2","29-SEP-2010","0205019013"
"134","","Veterinary","00097411","STOP PICK","","N","04447","5","13-AUG-2003","0505445001"
"13401","","Human","01999559","APO-CAPTO TAB 6.25MG","","N","74779","1","21-SEP-2009","0114954005"
"13410","","Human","01977601","TESTOSTERONE CYPIONATE INJECTION, USP","","N","74793","1","20-APR-2016","0106401001"
"13411","","Human","00782327","ANDRIOL","","N","74794","1","17-APR-2012","0120414001"
"13414","","Human","01977571","TESTOSTERONE PROPIONATE INJECTION, USP","MULTIPLE DOSE VIAL","N","74797","1","16-FEB-2016","0106396001"
"13416","","Human","00787000","MICRO ZN","","N","74799","1","29-APR-2015","0109299013"
"13418","","Human","01918362","COUMADIN TAB 10MG","","N","74801","1","24-AUG-2011","0104597004"
"13419","","Human","01918346","COUMADIN TAB 2.5MG","","N","74802","1","24-AUG-2011","0104597005"
"13429","","Human","02011239","CARBOLITH CAPSULES 600MG","","N","74814","1","08-DEC-2005","0101163003"
"1343","","Veterinary","00237531","AFTER CALF BOLUS","","N","39176","3","31-JUL-2006","0305327001"
"13434","","Veterinary","00878758","QUARTERMATE","","N","74820","1","13-OCT-2010","0103970010"
"13437","","Human","01910272","RATIO-CLOBETASOL","","N","74824","1","05-MAY-2015","0110995001"
"13438","","Human","01910299","RATIO-CLOBETASOL","","N","74825","1","05-MAY-2015","0110995001"
"13439","","Human","01910280","RATIO-CLOBETASOL","","N","74826","1","05-MAY-2015","0110995001"
"13440","","Human","02003317","BENYLIN COUGH AND CHEST CONGESTION EXTRA STRENGTH WITH WARMING SENSATION","","N","74827","3","17-SEP-2009","0310136002"
"13443","","Human","00884502","LUPRON DEPOT","","N","74831","1","07-MAY-2014","0116959006"
"13447","","Human","01949454","ALLERGY TABLETS 25MG","","N","74837","1","22-AUG-2006","0102639002"
"13450","","Human","01966219","THEOLAIR","","N","74842","1","19-SEP-2014","0103582001"
"13451","","Human","00787019","MICRO ZN","","N","74843","1","29-APR-2015","0109299014"
"13452","","Human","01933531","ADVIL CAPLETS","","N","74844","1","04-APR-2013","0108883004"
"13453","","Veterinary","02011654","QUIEX - FORTE","","N","74845","2","29-APR-2015","0216364001"
"13454","","Veterinary","02011662","QUIEX-PRED","","N","74846","3","29-APR-2015","0316366001"
"13460","","Veterinary","02013142","PHENYLBUTAZONE INJ 200MG/ML","","N","74852","1","30-AUG-2004","0103526002"
"13464","","Human","01990403","PMS-AMANTADINE HYDROCHLORIDE CAP 100MG","","N","74859","1","06-JUL-2009","0109101001"
"13476","","Human","01981501","BOTOX","50U/50ALLERGAN U VIAL, 100U/100ALLERGAN U VIAL, 200U/200ALLERGAN U VIAL","N","74876","1","26-AUG-2015","0151557001"
"13479","","Human","01968602","MADAME PEARL`S COUGH SYRUP","","N","74879","4","18-JUL-2012","0424215001"
"13486","","Human","00786942","MICRO MN","","N","74887","1","05-MAY-2015","0110448008"
"13489","","Human","00786950","MICRO MN","","N","74890","1","05-MAY-2015","0110448009"
"13494","","Human","01934740","ROBITUSSIN AC","","N","74895","3","04-APR-2013","0303191001"
"13509","","Human","01927930","STERILE WATER FOR INJECTION USP","","N","74912","1","29-APR-2015","0105143002"
"13513","","Human","01966197","TAMBOCOR","","N","74917","1","14-APR-2016","0116696004"
"13514","","Human","01966200","TAMBOCOR","","N","74918","1","14-APR-2016","0116696001"
"13515","","Veterinary","01985213","UNI-BLIS LIQ 2.0%","","N","74919","1","05-AUG-2003","0103970009"
"13517","","Human","00816000","PMS-DEXTROMETHORPHAN HYDROBROMIDE SYR 3MG/ML","","N","74921","1","12-JUL-2012","0100807001"
"13523","","Human","00786985","MICRO CR","","N","74927","1","05-MAY-2015","0114651004"
"13535","","Disinfectant","01980475","STERRAD 100 CASSETTE","","N","74944","1","24-SEP-2015","0106899009"
"13536","","Human","01918338","COUMADIN TAB 2MG","","N","74945","1","24-AUG-2011","0104597006"
"13538","","Human","00760390","VASELINE WHITE PETROLEUM JELLY","","N","74947","1","29-APR-2015","0108784002"
"13546","","Human","01981242","DESFERAL 500MG","","N","74955","1","05-JUN-2006","0109208002"
"13550","","Human","01926934","TEVA-SALBUTAMOL STERINEBS P.F.","","N","74959","1","05-MAY-2015","0108887007"
"13553","","Disinfectant","01995758","SU 319 - LIQUID QUATERNARY DISINFECTANT","","N","74962","2","29-APR-2015","0205019003"
"13558","","Human","01934139","RATIO-INDOMETHACIN","","N","74968","1","29-APR-2015","0101832003"
"13559","","Human","01986007","MICRO SE","","N","74969","1","05-MAY-2015","0106697007"
"13563","","Human","00786969","MICRO CU","","N","74973","1","05-MAY-2015","0110446008"
"13564","","Veterinary","00617598","SAFE-GUARD PREMIX 20%","","N","74974","1","29-APR-2013","0113905006"
"13565","","Human","01915533","GUAITUSSIN DM COUGH FORMULA SYR","","N","74976","2","05-APR-2000","0200826001"
"13572","","Human","01953842","APO-FAMOTIDINE TAB 20MG USP","","N","74988","1","15-SEP-2011","0118722001"
"13579","","Human","01966065","TANTUM","","N","74999","1","29-APR-2015","0113801001"
"13583","","Human","01953834","APO-FAMOTIDINE TAB 40MG USP","","N","75004","1","15-SEP-2011","0118722002"
"13584","","Veterinary","01997076","RENEW SKIN THERAPY C (BENZETHONIUM CHLORIDE CONDITIONING SHAMPOO)","","N","75005","1","29-APR-2015","0104367003"
"13585","","Veterinary","01997084","RENEW SKIN THERAPY D","","N","75006","2","29-APR-2015","0222164002"
"13591","","Human","00893560","ALOMIDE LIQ 0.1%","","N","75012","1","25-DEC-2012","0122561001"
"13600","","Human","01974548","MICRO I","","N","75021","1","05-MAY-2015","0151644001"
"13607","","Human","01932659","DRISTAN NON-DROWSY EXTRA STRENGTH CAPLET","","N","75031","2","15-SEP-2015","0216113003"
"13617","","Human","01990284","UPHOLD PLUS","","N","75044","2","25-MAR-2013","0216514001"
"13624","","Human","01932187","ROBAXIN 750","","N","75052","1","29-APR-2015","0107480003"
"13625","","Human","01933558","ADVIL TABLETS","","N","75053","1","03-JUL-2013","0108883004"
"13626","","Human","02013231","LITHANE","","N","75054","1","26-JUL-2006","0101163001"
"13628","","Human","02011956","POLYTRIM OPHTHALMIC SOLUTION","","N","75056","2","08-JUN-2006","0233101001"
"13630","","Human","00885975","VIVOTIF","","N","75058","1","17-DEC-2015","0109258002"
"13635","","Veterinary","01938126","ANAFEN (KETOPROFEN INJECTION)","","N","75067","1","05-MAY-2015","0110497002"
"13636","","Human","01917056","ARTHROTEC 50","","N","75068","2","25-JAN-2013","0222885001"
"13654","","Human","02022133","TEVA-FAMOTIDINE","","N","75087","1","05-MAY-2015","0118722001"
"13655","","Human","02022141","TEVA-FAMOTIDINE","","N","75088","1","05-MAY-2015","0118722002"
"13656","","Disinfectant","01995782","WHIRL AWAY","","N","75090","2","26-JUL-2006","0205019018"
"13668","","Human","01986864","RATIO-SALBUTAMOL","","N","75105","1","05-MAY-2015","0108887007"
"13682","","Human","01980580","PENTAMYCETIN/HC","","N","75119","2","29-APR-2015","0251348001"
"13683","","Disinfectant","01975625","AIRX 78 PLUS LIQ","","N","75120","2","29-SEP-2010","0213172003"
"13685","","Human","00723770","XANAX TAB 1MG","","N","75122","1","14-SEP-2006","0115008003"
"13686","","Human","00813958","XANAX TS TAB 2MG","","N","75123","1","17-AUG-2015","0115008004"
"13687","","Disinfectant","01975633","AIRX 44 PLUS LIQ","","N","75124","2","29-SEP-2010","0213172006"
"13689","","Disinfectant","02001020","ACTRIL COLD STERILANT LIQ","","N","75126","2","03-JUL-2009","0223947001"
"13690","","Human","01927914","RATIO-TOPILENE","","N","75127","1","29-APR-2015","0106299003"
"13699","","Human","01922246","A.C.& C TABLETS","","N","75139","3","29-APR-2015","0301235002"
"13705","","Disinfectant","01996002","SCRUB-A-DUB GERMICIDAL CLEANER","","N","75148","2","29-SEP-2010","0205019018"
"13706","","Disinfectant","01981595","AEROBEX","","N","75149","3","26-JUL-2006","0309109003"
"13714","","Human","01924281","5% DEXTROSE INJECTION USP","","N","75157","1","29-APR-2015","0102181006"
"13723","","Human","02018985","PROZAC CAPSULES 10MG","","N","75167","1","02-OCT-2010","0116847003"
"13749","","Veterinary","02016745","COTHIVET TOPICAL SPRAY","","N","75196","1","27-JUL-2007","0124212001"
"13751","","Veterinary","01941208","TETRACYCLINE 250 PWS","","N","75198","1","18-AUG-2008","0105499008"
"13758","","Veterinary","02020122","ANTIHISTAMINE STERILE INJECTABLE ANTIHISTAMINIC SOLUTION","","N","75205","2","04-MAY-2004","0218111002"
"13761","","Human","01996541","ACETAMINOPHENE CODEINE ET CAFEINE CAPLETS","","N","75208","3","20-OCT-2002","0302037001"
"13765","","Human","01996568","ACETAMINOPHENE CODEINE ET CAFEINE FORT","","N","75212","3","20-OCT-2002","0302037005"
"13766","","Human","01945726","TOPICALE GEL PUMP PINA COLADA","","N","75214","2","19-SEP-2006","0212507002"
"13767","","Disinfectant","02012278","WESTOKLEEN LIQ","","N","75215","3","30-SEP-2010","0311401004"
"13780","","Human","01937235","PMS TRAZODONE HCL TAB 100MG","","N","75231","1","28-FEB-2006","0115713002"
"13782","","Human","02017849","BENADRYL 25MG CAPLETS","","N","75233","1","29-APR-2015","0102639002"
"13786","","Disinfectant","02025426","BM-7000 CHEMICAL AUTOCLAVE SOLUTION","","N","75239","2","08-JUL-2011","0223293001"
"13788","","Disinfectant","02016877","DURR SYSTEM-HYGIENE ID 212 INSTRUMENT DISINFECTION","","N","75241","1","07-MAY-2013","0104993028"
"13796","","Human","02020017","LIVOSTIN SUS NAS 0.5MG/ML","","N","75249","1","19-AUG-2010","0124244001"
"13803","","Human","01913980","NUBAIN INJECTION 10MG/ML","","N","75259","1","08-AUG-2007","0114464001"
"13805","","Human","00881635","VOLTAREN RAPIDE TABLETS 50MG","","N","75262","1","04-MAY-2010","0122516001"
"13821","","Veterinary","02011689","VETACORTYL","","N","75284","1","30-AUG-2005","0106292002"
"13830","","Disinfectant","01981625","ELIMINATOR SURFACE DIS & DEOD SPRAY","","N","75293","3","29-SEP-2010","0309109003"
"13831","","Veterinary","00824240","AQUACALM","","N","75294","1","11-JUL-2011","0120347002"
"13833","","Human","01905740","K + 45","","N","75296","1","16-APR-2002","0100273017"
"13834","","Human","01911481","INHIBACE TAB 5MG","","N","75297","1","15-SEP-2009","0122806002"
"13835","","Human","01911473","INHIBACE TAB 2.5MG","","N","75298","1","15-SEP-2009","0122806004"
"13840","","Human","01979574","APO-GEMFIBROZIL CAP 300MG USP","","N","75303","1","02-OCT-2010","0116135001"
"13841","","Human","01979582","APO-GEMFIBROZIL","","N","75304","1","01-OCT-2010","0116135002"
"13848","","Human","02026600","TEVA-NAPROXEN SODIUM DS","","N","75311","1","05-MAY-2015","0113934002"
"13850","","Disinfectant","02027070","DURR SYSTEM HYGIENE ID 220 BUR DISINFECTION","","N","75313","2","07-MAY-2013","0224376001"
"13857","","Human","02009277","CROMOLYN EYE DROPS","","N","75323","1","05-MAY-2015","0108810004"
"13858","","Veterinary","02018497","PPP TAR-IFIC MEDICATED SHAMPOO","","N","75324","3","15-JUL-2011","0302790002"
"13859","","Veterinary","02013134","PPP TAR-IFIC THERAPEUTIC SPRAY","","N","75325","1","15-JUL-2011","0107207008"
"1386","","Veterinary","00241318","CHLORALEAN DROPS","","N","39660","1","29-APR-2015","0151341007"
"13861","","Veterinary","02020874","ANTIHISTAMINE ORAL","","N","75328","2","03-JUL-2008","0218111001"
"13865","","Human","00863270","TYLENOL EXTRA STRENGTH GELCAPS TAB 500MG","","N","75333","1","19-DEC-2014","0102009002"
"13867","","Human","00873993","DDAVP INJ 4MCG/ML","","N","75335","1","21-NOV-2005","0112050006"
"13868","","Disinfectant","02015552","MAITRE-D","","N","75338","2","29-APR-2015","0205019002"
"1387","","Veterinary","00241326","EUTHANYL FORTE","","N","39661","1","27-MAR-2013","0106017004"
"13875","","Human","00873292","DERMA SMOOTHE/FS LIQ 0.01%","","N","75346","1","20-JUN-2006","0106314002"
"1388","","Veterinary","00241350","TYMPANEX (DOCUSATE SODIUM SUSPENSION)","","N","39664","1","29-APR-2015","0104351001"
"13882","","Human","02014394","NITROGEN NF 99%","","N","75357","1","11-JAN-2006","0115497001"
"13883","","Human","02014475","HELIUM USP 99%","","N","75358","1","11-JAN-2006","0115495001"
"13884","","Human","02014459","CARBON DIOXIDE USP","","N","75359","1","05-MAY-2008","0110465002"
"13885","","Human","02014483","AIR USP","O2:19-23.5% BALANCED WITH N2","N","75360","2","17-NOV-2010","0215496002"
"13886","","Human","02014408","OXYGEN 99%","","N","75361","1","11-MAR-2009","0110469001"
"13887","","Human","02014467","NITROUS OXIDE USP 99%","","N","75362","1","12-JAN-2010","0110468001"
"13888","","Human","00805009","RATIO-TOPISONE","","N","75364","1","29-APR-2015","0106299002"
"13889","","Human","00804991","RATIO-TOPISONE","","N","75365","1","29-APR-2015","0106299002"
"13890","","Human","02014440","OXYGEN USP, HELIUM USP, MEDICAL GAS MIXTURE","O2:18-24% BALANCED WITH HE","N","75366","2","14-JUL-2010","0215574002"
"13891","","Disinfectant","02029898","DURR SYSTEM-HYGIENE MD 520 IMPRESSION DISINFECTION","","N","75367","2","07-MAY-2013","0224431001"
"13892","","Human","02014416","CARBON DIOXIDE USP, COMPRESSED AIR USP M.G.M","CO2:15.1-30% BALANCED WITH AIR","N","75368","2","14-JUL-2010","0221194002"
"13894","","Human","02014378","OXYGEN USP, NITROGEN NF, MEDICAL GAS MIXTURE","O2:23.5-50% BALANCED WITH N2","N","75370","2","14-JUL-2010","0215496003"
"13895","","Human","02014351","CARBON MONOXIDE, COMPRESSED AIR MEDICAL G.M.","CO:0.005-0.3% BALANCED WITH AIR","N","75371","2","14-JUL-2010","0215737002"
"13896","","Human","02014343","CARBON DIOXIDE, COMPRESSED AIR MEDICAL G.MIX.","CO2:1-15% BALANCED WITH AIR","N","75372","2","14-JUL-2010","0221194001"
"13897","","Human","02014335","CARBON DIOXIDE USP, COMPRESSED AIR USP M.G.M","CO2:30.1-50% BALANCED WITH AIR","N","75373","2","14-JUL-2010","0221194003"
"13903","","Human","02025299","RISPERDAL","","N","75380","1","30-SEP-2010","0124332004"
"13904","","Human","02025280","RISPERDAL","","N","75381","1","05-MAY-2015","0124332003"
"13906","","Human","02025302","RISPERDAL","","N","75383","1","05-MAY-2015","0124332002"
"13907","","Human","01966294","ULONE","","N","75384","1","29-APR-2015","0103534001"
"13909","","Human","01962728","ULTRAVATE OINTMENT 0.05%","","N","75386","1","17-SEP-2014","0123416001"
"13910","","Human","02014432","CARBON DIOXIDE USP, OXYGEN USP MEDICAL G.M.","CO2:1-7% BALANCED WITH O2","N","75387","2","14-JUL-2010","0213351002"
"13917","","Human","01962701","ULTRAVATE CREAM","","N","75396","1","17-SEP-2014","0123416001"
"13920","","Human","02014424","CARBON MONOX, HELIUM, OXYGEN, NITROGEN L.D.M.","CO:0.2-3%, HE:9.5-10.5%, O2:20.5-21.5%, BALANCED WITH N2","N","75399","4","14-JUL-2010","0415738002"
"13922","","Human","02025310","RISPERDAL","","N","75401","1","05-MAY-2015","0124332005"
"1394","","Human","00195057","NEO-MEDROL ACNE LOTION","","N","39728","4","01-MAY-2009","0402833001"
"13946","","Human","01916203","SANDOZ PREDNISOLONE","","N","75429","1","29-APR-2015","0106295001"
"13950","","Human","01948989","PHARMALGEN WASP VENOM PROTEIN","","N","75433","1","19-MAR-2009","0123307001"
"13951","","Human","01948962","PHARMALGEN YELLOW JACKET VENOM PROTEIN","","N","75434","1","19-MAR-2009","0123306001"
"13952","","Human","01948946","PHARMALGEN YELLOW HORNET VENOM PROTEIN","","N","75435","1","20-FEB-2009","0123305001"
"1396","","Human","00036129","MEDROL 16 MG","","N","39736","1","17-AUG-2015","0106290006"
"13960","","Human","01900501","NITETIME COLD MEDICINE LIQ","","N","75448","4","20-OCT-2002","0419805001"
"13963","","Human","01913972","NUBAIN INJECTION 20MG/ML","","N","75451","1","08-AUG-2007","0114464002"
"13966","","Human","02021056","MORPHINE LP EPIDURAL","","N","75454","1","29-APR-2015","0104545007"
"1397","","Human","00030988","MEDROL 4 MG","","N","39737","1","29-APR-2009","0106290007"
"1398","","Human","00030783","DEPO-TESTOSTERONE INJ 100MG/ML","","N","39740","1","01-MAY-2009","0106401001"
"13988","","Disinfectant","02016885","DURR SYSTEM-HYGIENE FD 322 DISINF.HAND &ANG.","","N","75484","3","25-JUN-2013","0324218001"
"13990","","Human","02031116","LAMISIL TAB 250MG","","N","75486","1","08-SEP-2006","0132855002"
"13998","","Human","01977563","TRIAMCINOLONE ACETONIDE SUSPENSION","","N","75495","1","25-SEP-2015","0106310006"
"13999","","Human","02009188","PHENOL 6%","","N","75496","1","01-MAY-2015","0107121003"
"14006","","Human","01940473","PAXIL TAB 30MG","","N","75503","1","12-JUL-2006","0123131001"
"14007","","Human","01940481","PAXIL TAB 20MG","","N","75504","1","03-OCT-2007","0123131002"
"1401","","Human","00023760","NORLUTATE","","N","39798","1","15-DEC-2010","0106374001"
"14017","","Human","01997572","DANTRIUM INTRAVENOUS","PWS 20MG/VIAL","N","75514","1","05-MAY-2015","0109855003"
"14018","","Human","01997653","DANTRIUM CAPSULES","","N","75515","1","08-SEP-2015","0109855001"
"14019","","Human","01997602","DANTRIUM CAPSULES","","N","75516","1","20-MAY-2015","0109855002"
"14020","","Human","02021048","MORPHINE LP EPIDURAL","","N","75517","1","29-APR-2015","0104545004"
"14024","","Human","02010917","DERMAZIN CRM 1%","","N","75521","1","15-APR-2016","0110157001"
"14025","","Human","02015951","PMS-KETOPROFEN","","N","75522","1","05-MAY-2015","0110497002"
"1403","","Human","00028606","ALDACTONE 25 MG","","N","39812","1","25-JAN-2013","0106462001"
"14031","","Human","00692700","APO-THEO-LA SRT 300MG","","N","75533","1","02-OCT-2010","0103582004"
"14032","","Human","00692697","APO-THEO-LA SRT 200MG","","N","75534","1","02-OCT-2010","0103582003"
"14033","","Human","00692689","APO-THEO-LA SRT 100MG","","N","75535","1","06-AUG-2015","0103582002"
"14036","","Veterinary","00813850","NOVODRY PLUS","","N","75538","2","16-APR-2015","0213758002"
"1404","","Human","00180408","ALDACTAZIDE 25","","N","39813","2","25-JAN-2013","0201064001"
"14042","","Human","01935321","LIGHT MINERAL OIL 100% NF","","N","75549","1","20-JUN-2006","0136741002"
"14048","","Human","01940309","APO-NAPRO-NA DS TAB 550MG","","N","75555","1","12-SEP-2014","0113934002"
"14049","","Human","02012472","LOVENOX","SINGLE DOSE PRE-FILLED SYRINGE 30MG/0.3ML","N","75556","1","05-MAY-2015","0131860001"
"14066","","Human","02014025","CLINIMIX E","4.25 % AMINO ACIDS (BLEND B) WITH ELECTROLYTES IN 10% DEXTROSE INJECTION","N","75573","19","05-MAY-2015","1950854024"
"14067","","Human","02013959","CLINIMIX","5% AMINO ACIDS (BLEND B) WITHOUT ELECTROLYTES IN 25% DEXTROSE INJECTION","N","75574","15","05-MAY-2015","1550853009"
"14068","","Human","02014084","CLINIMIX E","5% AMINO ACIDS (BLEND B) WITH ELECTROLYTES IN 25% DEXTROSE INJECTION","N","75575","19","05-MAY-2015","1950854023"
"14071","","Human","02013916","CLINIMIX","4.25% AMINO ACIDS (BLEND B) WITHOUT ELECTROLYTES IN 25% DEXTROSE INJECTION","N","75578","15","05-MAY-2015","1550853008"
"14072","","Human","02014041","CLINIMIX E","4.25 % AMINO ACIDS (BLEND B) WITH ELECTROLYTES IN 25% DEXTROSE INJECTION","N","75579","19","05-MAY-2015","1950854020"
